"","Season","Order","Mean","SD","SE"
"1","Summer","Acidaminococcales",0,0,0
"2","Summer","Alteromonadales",0,0,0
"3","Summer","Ardenticatenales",0,0,0
"4","Summer","Bacillales",0.878103527194864,0.363211445373739,0.209700225759281
"5","Summer","Bacteroidales",37.2845230910535,8.24917572238248,4.76266382391005
"6","Summer","Bifidobacteriales",0.0811070373258272,0.0768764679910613,0.0443846494889869
"7","Summer","Burkholderiales",0.35952679907774,0.166086211949734,0.0958899191778642
"8","Summer","Campylobacterales",0,0,0
"9","Summer","Candidatus Gastranaerophilales",0.0301386377335744,0.0522016518254634,0.0301386377335744
"10","Summer","Chitinophagales",0.137035448958937,0.0410534980785531,0.0237022481668284
"11","Summer","Chlamydiales",0.0279642058165548,0.0484354252675861,0.0279642058165548
"12","Summer","Clostridiales",9.24276903112114,4.02710469490129,2.32504997965606
"13","Summer","Coriobacteriales",0.220316918201784,0.119404089996717,0.0689379835019466
"14","Summer","Cytophagales",0.269110885877017,0.16433202079024,0.09487713643972
"15","Summer","Desulfobacterales",0.0811070373258272,0.0768764679910613,0.0443846494889869
"16","Summer","Desulfovibrionales",0.698261414488669,0.454938564368972,0.262658902603168
"17","Summer","Desulfuromonadales",0.109071243142382,0.0381011823541121,0.0219977278885896
"18","Summer","Eggerthellales",0.141384312792976,0.135990375285202,0.0785140797781097
"19","Summer","Elusimicrobiales",0,0,0
"20","Summer","Enterobacterales",0.0279642058165548,0.0484354252675861,0.0279642058165548
"21","Summer","Erysipelotrichales",0.174308530650388,0.151272413264608,0.0873371685192858
"22","Summer","Fibrobacterales",0.297075091693572,0.144397123941394,0.0833677183777715
"23","Summer","Flavobacteriales",0.807332657631051,0.492996062370719,0.28463140931916
"24","Summer","Fusobacteriales",0,0,0
"25","Summer","Kosmotogales",0,0,0
"26","Summer","Lactobacillales",0.701620564627457,0.232811793082264,0.134413951406564
"27","Summer","Marinilabiliales",0.120554550934298,0.208806607301854,0.120554550934298
"28","Summer","Methanosarcinales",0,0,0
"29","Summer","Methylococcales",0.0301386377335744,0.0522016518254634,0.0301386377335744
"30","Summer","Micrococcales",0,0,0
"31","Summer","Mycoplasmatales",0.0904159132007233,0.15660495547639,0.0904159132007233
"32","Summer","Neisseriales",0,0,0
"33","Summer","Nostocales",0.0581028435501293,0.0504241377548694,0.0291123895064286
"34","Summer","Oceanospirillales",0.0301386377335744,0.0522016518254634,0.0301386377335744
"35","Summer","Orbales",0.0301386377335744,0.0522016518254634,0.0301386377335744
"36","Summer","Oscillatoriales",0,0,0
"37","Summer","Pasteurellales",0.0301386377335744,0.0522016518254634,0.0301386377335744
"38","Summer","Propionibacteriales",0,0,0
"39","Summer","Pseudomonadales",0.0602772754671489,0.104403303650927,0.0602772754671489
"40","Summer","Rhizobiales",0.0279642058165548,0.0484354252675861,0.0279642058165548
"41","Summer","Rhodospirillales",0.146344324833833,0.136889073808501,0.0790329436124565
"42","Summer","Saprospirales",0.0301386377335744,0.0522016518254634,0.0301386377335744
"43","Summer","Selenomonadales",0,0,0
"44","Summer","Sphingobacteriales",0.41545521071085,0.0692617361721473,0.0399882820235301
"45","Summer","Sphingomonadales",0,0,0
"46","Summer","Spirochaetales",0.139209880875956,0.0498996378479077,0.0288095693439544
"47","Summer","Synechococcales",0.0301386377335744,0.0522016518254634,0.0301386377335744
"48","Summer","Thermoanaerobacterales",0.0279642058165548,0.0484354252675861,0.0279642058165548
"49","Summer","Thiotrichales",0,0,0
"50","Summer","Tissierellales",0.0279642058165548,0.0484354252675861,0.0279642058165548
"51","Summer","Unclassified",45.5719244303613,5.0571022139262,2.91971932452975
"52","Summer","Veillonellales",0.0509683995922528,0.0882798576742547,0.0509683995922528
"53","Summer","Verrucomicrobiales",1.43219504876672,0.221764451941297,0.128035766024998
"54","Summer","Vibrionales",0.0811070373258272,0.0768764679910613,0.0443846494889869
"55","Summer","Victivallales",0,0,0
"56","Summer","Viruses",0,0,0
"57","Summer","Xanthomonadales",0,0,0
"58","Winter","Acidaminococcales",0.0309214594928881,0.0535575388858651,0.0309214594928881
"59","Winter","Alteromonadales",0,0,0
"60","Winter","Ardenticatenales",0,0,0
"61","Winter","Bacillales",0.603264608718328,0.162742642461,0.0939595084334893
"62","Winter","Bacteroidales",30.4137299138057,2.28551684290645,1.31954376448946
"63","Winter","Bifidobacteriales",0.0309214594928881,0.0535575388858651,0.0309214594928881
"64","Winter","Burkholderiales",0.285910579805444,0.303949309036166,0.175485215392031
"65","Winter","Campylobacterales",0.299712729647588,0.205218082196317,0.118482714998623
"66","Winter","Candidatus Gastranaerophilales",0,0,0
"67","Winter","Chitinophagales",0.0309214594928881,0.0535575388858651,0.0309214594928881
"68","Winter","Chlamydiales",0.109169681961683,0.0181705648307936,0.0104907804963863
"69","Winter","Clostridiales",8.21023432748929,1.87956624084019,1.08516807510882
"70","Winter","Coriobacteriales",0.0353481795687522,0.061224842968147,0.0353481795687522
"71","Winter","Cytophagales",0.246135680160828,0.156785571197775,0.0905201917360847
"72","Winter","Desulfobacterales",0.0309214594928881,0.0535575388858651,0.0309214594928881
"73","Winter","Desulfovibrionales",1.96128070692531,1.06402785580523,0.61431676897441
"74","Winter","Desulfuromonadales",0.0353481795687522,0.061224842968147,0.0353481795687522
"75","Winter","Eggerthellales",0,0,0
"76","Winter","Elusimicrobiales",0.073821502392931,0.0664082464582299,0.0383408189690701
"77","Winter","Enterobacterales",0.0309214594928881,0.0535575388858651,0.0309214594928881
"78","Winter","Erysipelotrichales",0.238583816829537,0.269063478973689,0.155343872014557
"79","Winter","Fibrobacterales",0.101617818630393,0.106321360701004,0.0613846662213318
"80","Winter","Flavobacteriales",0.880321748372044,0.127153722711066,0.0734122360356969
"81","Winter","Fusobacteriales",0,0,0
"82","Winter","Kosmotogales",0,0,0
"83","Winter","Lactobacillales",0.213912643847502,0.0939987987594848,0.05427023176729
"84","Winter","Marinilabiliales",0.109169681961683,0.0181705648307936,0.0104907804963863
"85","Winter","Methanosarcinales",0,0,0
"86","Winter","Methylococcales",0.0429000429000429,0.0743050539497588,0.0429000429000429
"87","Winter","Micrococcales",0,0,0
"88","Winter","Mycoplasmatales",0,0,0
"89","Winter","Neisseriales",0.0309214594928881,0.0535575388858651,0.0309214594928881
"90","Winter","Nostocales",0.109169681961683,0.0181705648307936,0.0104907804963863
"91","Winter","Oceanospirillales",0.104742961885819,0.0950562428031918,0.0548807473705772
"92","Winter","Orbales",0.0309214594928881,0.0535575388858651,0.0309214594928881
"93","Winter","Oscillatoriales",0,0,0
"94","Winter","Pasteurellales",0,0,0
"95","Winter","Propionibacteriales",0,0,0
"96","Winter","Pseudomonadales",0.0971910985545283,0.0930807040498891,0.0537401695395633
"97","Winter","Rhizobiales",0,0,0
"98","Winter","Rhodospirillales",0.404455691533407,0.273601947176173,0.157964157852969
"99","Winter","Saprospirales",0,0,0
"100","Winter","Selenomonadales",0.0353481795687522,0.061224842968147,0.0353481795687522
"101","Winter","Sphingobacteriales",0.451194883856602,0.174940421299174,0.101001899329225
"102","Winter","Sphingomonadales",0.0353481795687522,0.061224842968147,0.0353481795687522
"103","Winter","Spirochaetales",0.164048308268881,0.199478582808587,0.115169013482103
"104","Winter","Synechococcales",0,0,0
"105","Winter","Thermoanaerobacterales",0,0,0
"106","Winter","Thiotrichales",0.0429000429000429,0.0743050539497588,0.0429000429000429
"107","Winter","Tissierellales",0,0,0
"108","Winter","Unclassified",52.950313365402,1.47352115116994,0.850737833284575
"109","Winter","Veillonellales",0,0,0
"110","Winter","Verrucomicrobiales",1.38828440600899,0.28009070703753,0.16171044510563
"111","Winter","Vibrionales",0,0,0
"112","Winter","Victivallales",0.073821502392931,0.0664082464582299,0.0383408189690701
"113","Winter","Viruses",0,0,0
"114","Winter","Xanthomonadales",0.0662696390616403,0.0577740379403906,0.0333558563570562
"115","Spring","Acidaminococcales",0.02460024600246,0.0426088759549539,0.02460024600246
"116","Spring","Alteromonadales",0.02460024600246,0.0426088759549539,0.02460024600246
"117","Spring","Ardenticatenales",0.0343642611683849,0.0595206463082088,0.0343642611683849
"118","Spring","Bacillales",1.16014252926034,0.160246146519978,0.0925181558299097
"119","Spring","Bacteroidales",24.3565260394872,3.67224782234059,2.12017326875936
"120","Spring","Bifidobacteriales",0.0933287683392298,0.104470713538876,0.0603161945841024
"121","Spring","Burkholderiales",0.17942962934784,0.0296195789689959,0.0171008718910332
"122","Spring","Campylobacterales",0,0,0
"123","Spring","Candidatus Gastranaerophilales",0.02460024600246,0.0426088759549539,0.02460024600246
"124","Spring","Chitinophagales",0.0835647531733049,0.0757136507303352,0.0437132966304883
"125","Spring","Chlamydiales",0,0,0
