,3715,3717,3723,3733,3734,3744,3772,3773,3775,3715.,3717.,3723.,3733.,3734.,3744.,3772.,3773.,3775.
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;,0,0,0,0,0,0,0,0,0,3.363914,2.441230,2.120891,1.576994,0.147601,1.677852,0.386100,0.276753,0.412371
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);,0,0,0,0,0,0,0,0,0,2.140673,1.627486,1.590668,1.205937,1.033210,1.342282,0.643501,0.645756,1.134021
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis;,0,0,0,0,0,0,0,0,0,1.070336,0.542495,0.636267,0.463822,0.073801,0.838926,1.158301,0.184502,0.824742
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;,0,0,0,0,0,0,0,0,0,1.070336,0.813743,0.954401,0.834879,0.590406,0.671141,1.029601,0.645756,0.927835
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;Desulfovibrionaceae bacterium;,0,0,0,0,0,0,0,0,0,0.917431,0.452080,0.212089,0.278293,0.295203,0.419463,0.386100,0.461255,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron;,0,0,0,0,0,0,0,0,0,0.764526,0.542495,0.212089,0.278293,0.221402,0.083893,0.514801,0.184502,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;,0,0,0,0,0,0,0,0,0,0.764526,0.361664,0.636267,0.742115,0.885609,0.755034,0.772201,0.553506,0.618557
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae;,0,0,0,0,0,0,0,0,0,0.764526,0.632911,0.530223,0.556586,0.073801,0.083893,0.514801,0.092251,0.412371
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;,0,0,0,0,0,0,0,0,0,0.764526,0.813743,0.106045,0.556586,0.516605,0.671141,0.128700,0.645756,0.412371
