"","Season","Order","Mean","SD","SE"
"1","Summer","Bacillales",2.56410256410256,4.44115591684328,2.56410256410256
"2","Summer","Bacteroidales",84.1575091575092,8.93737238825235,5.15999435420542
"3","Summer","Clostridiales",0,0,0
"4","Summer","Erysipelotrichales",0,0,0
"5","Summer","Flavobacteriales",0,0,0
"6","Summer","Marinilabiliales",0,0,0
"7","Summer","Unclassified",6.25,10.8253175473055,6.25
"8","Summer","Verrucomicrobiales",7.02838827838828,0.727935581299663,0.420273803816067
"9","Summer","Viruses",0,0,0
"10","Winter","Bacillales",0,0,0
"11","Winter","Bacteroidales",68.3333333333333,6.00925212577332,3.46944333244356
"12","Winter","Clostridiales",7.06349206349206,2.28786274688882,1.32089817278518
"13","Winter","Erysipelotrichales",6.03174603174603,6.75676084247389,3.90101769125223
"14","Winter","Flavobacteriales",1.11111111111111,1.92450089729875,1.11111111111111
"15","Winter","Marinilabiliales",2.77777777777778,2.54587538608658,1.46986183948033
"16","Winter","Unclassified",10.3174603174603,3.81943156048126,2.20514983959521
"17","Winter","Verrucomicrobiales",4.36507936507937,0.9014140231429,0.520431628912857
"18","Winter","Viruses",0,0,0
"19","Spring","Bacillales",2.77777777777778,4.81125224324688,2.77777777777778
"20","Spring","Bacteroidales",77.2222222222222,5.3575837561072,3.09320242379446
"21","Spring","Clostridiales",0,0,0
"22","Spring","Erysipelotrichales",0,0,0
"23","Spring","Flavobacteriales",0,0,0
"24","Spring","Marinilabiliales",0,0,0
"25","Spring","Unclassified",13.6111111111111,5.91216573716466,3.4133904798457
"26","Spring","Verrucomicrobiales",6.38888888888889,6.25462791622095,3.61111111111111
"27","Spring","Viruses",0,0,0
