"","Season","Phylum","Mean","SD","SE"
"1","Summer","Bacteroidetes",72.9508409223749,3.08855178063341,1.7831762019548
"2","Summer","Candidatus Melainabacteria",0.401606425702811,0.695602733963405,0.401606425702811
"3","Summer","Elusimicrobia",0.401606425702811,0.695602733963405,0.401606425702811
"4","Summer","Firmicutes",0.469483568075117,0.813169393224825,0.469483568075117
"5","Summer","Proteobacteria",7.46695702999793,1.58835162901303,0.917035240578454
"6","Summer","Spirochaetes",1.09605087014726,1.04591699919692,0.60386046103635
"7","Summer","Unclassified",14.7768303259988,0.80666913213752,0.465730640586559
"8","Summer","Verrucomicrobia",2.4366244320003,0.367527833514223,0.212192293614116
"9","Summer","Viruses",0,0,0
"10","Winter","Bacteroidetes",65.128854370823,5.19087593902006,2.99695362072318
"11","Winter","Candidatus Melainabacteria",0.512820512820513,0.888231183368655,0.512820512820513
"12","Winter","Elusimicrobia",0,0,0
"13","Winter","Firmicutes",0.749063670411985,1.29741633525759,0.749063670411985
"14","Winter","Proteobacteria",10.5347730288385,2.56479625263488,1.48078580687529
"15","Winter","Spirochaetes",1.35683591610162,0.212194535901921,0.122510572423542
"16","Winter","Unclassified",19.1422693464156,5.28274309920565,3.04999315038602
"17","Winter","Verrucomicrobia",2.57538315458873,0.93973507267824,0.542556297177714
"18","Winter","Viruses",0,0,0
"19","Spring","Bacteroidetes",67.3422031978583,8.65438967112234,4.9966142062944
"20","Spring","Candidatus Melainabacteria",0.490196078431373,0.849044513514155,0.490196078431373
"21","Spring","Elusimicrobia",0.490196078431373,0.849044513514155,0.490196078431373
"22","Spring","Firmicutes",1.02783048703352,0.892966976818185,0.515554724443425
"23","Spring","Proteobacteria",5.37671182501508,2.68051223428733,1.54759446003188
"24","Spring","Spirochaetes",0.490196078431373,0.849044513514155,0.490196078431373
"25","Spring","Unclassified",21.6668137622641,5.94042099746025,3.42970366198338
"26","Spring","Verrucomicrobia",3.1158524925349,1.59313559700919,0.919797265788831
"27","Spring","Viruses",0,0,0
