"","Season","Species","Mean","SD","SE"
"1","Summer","'Candidatus Kapabacteria' thiocyanatum",0,0,0
"2","Summer","'Osedax' symbiont bacterium Rs2_46_30_T18",0,0,0
"3","Summer","[Bacillus] clarkii",0.000230927388939762,0.000200053351052418,0.0001155008560824
"4","Summer","[Bacillus] selenitireducens",0,0,0
"5","Summer","[Bacillus] sp. KCTC 13219",0.000113772243895835,0.000197059306918704,0.000113772243895835
"6","Summer","[Bacteroides] coagulans",0,0,0
"7","Summer","[Bacteroides] pectinophilus",0.000686016364523101,0.00090113827411721,0.000520272425138646
"8","Summer","[Brevibacterium] frigoritolerans",0.000267069123231262,0.000238766371695345,0.000137851828971738
"9","Summer","[Candida] arabinofermentans",0.000153296879335427,0.000265517983650716,0.000153296879335427
"10","Summer","[Candida] auris",0,0,0
"11","Summer","[Candida] boidinii",0.000153296879335427,0.000265517983650716,0.000153296879335427
"12","Summer","[Candida] glabrata",0,0,0
"13","Summer","[Candida] intermedia",0.000153296879335427,0.000265517983650716,0.000153296879335427
"14","Summer","[Clostridium] aminophilum",0.00821152980559206,0.00473103164073486,0.00273146239132291
"15","Summer","[Clostridium] cellulosi",0.00367595957742249,0.00259101133298896,0.00149592109057454
"16","Summer","[Clostridium] cocleatum",0.00336847185721591,0.00288540927296168,0.00166589182046667
"17","Summer","[Clostridium] dakarense",0.000458471876731431,0.000520294420881104,0.000300392123953566
"18","Summer","[Clostridium] fimetarium",0.0087360647272087,0.0073312380544401,0.00423269226422422
"19","Summer","[Clostridium] hiranonis",0,0,0
"20","Summer","[Clostridium] hylemonae",0.0140263139339567,0.00423868052508691,0.00244720334216775
"21","Summer","[Clostridium] innocuum",0.0025300525748931,0.00240163742677686,0.0013865860148455
"22","Summer","[Clostridium] leptum",0.0039444474619286,0.00162187041958598,0.000936387323338659
"23","Summer","[Clostridium] methoxybenzovorans",0.00464006715129759,0.00141278569729144,0.000815672202638465
"24","Summer","[Clostridium] methylpentosum",0.0119337798207503,0.00654517900736171,0.00377886086179457
"25","Summer","[Clostridium] paradoxum",0.000380841367127097,0.000348114495173266,0.000200983997497096
"26","Summer","[Clostridium] polysaccharolyticum",0.00797187247448287,0.00392995704586901,0.00226896175833614
