"","Season","Class","Mean","SD","SE"
"1","Summer","Alphaproteobacteria",0,0,0
"2","Summer","Bacteroidia",38.1847163619315,5.43496410772218,3.13787799062935
"3","Summer","Betaproteobacteria",1.65650882950461,1.88250683142091,1.08686582587217
"4","Summer","Chitinophagia",0,0,0
"5","Summer","Clostridia",1.92811376777622,0.70352882328947,0.406182555508836
"6","Summer","Deltaproteobacteria",12.2150335989998,5.56156719322323,3.21097231612362
"7","Summer","Elusimicrobia",0,0,0
"8","Summer","Epsilonproteobacteria",0,0,0
"9","Summer","Fusobacteriia",0.444444444444444,0.769800358919501,0.444444444444444
"10","Summer","Gammaproteobacteria",0,0,0
"11","Summer","Negativicutes",0.888888888888889,1.539600717839,0.888888888888889
"12","Summer","Sphingobacteriia",0.444444444444444,0.769800358919501,0.444444444444444
"13","Summer","Spirochaetia",0.444444444444444,0.769800358919501,0.444444444444444
"14","Summer","Unclassified",40.826066572902,11.4787270968467,6.62724617931867
"15","Summer","Verrucomicrobiae",2.96733864666354,0.641274353989168,0.37023992090005
"16","Summer","Viruses",0,0,0
"17","Winter","Alphaproteobacteria",0,0,0
"18","Winter","Bacteroidia",29.2871152383621,6.05644450698738,3.49668986644119
"19","Winter","Betaproteobacteria",1.33997785160576,1.43678905625333,0.829530548396567
"20","Winter","Chitinophagia",0.863787375415282,0.759773862194636,0.438655643861315
"21","Winter","Clostridia",1.19080975063043,1.20506360454065,0.695743796472165
"22","Winter","Deltaproteobacteria",13.3219922880892,4.14198644501664,2.39137698901014
"23","Winter","Elusimicrobia",1.25138427464009,1.17287197606426,0.677157951105668
"24","Winter","Epsilonproteobacteria",0.476190476190476,0.824786098842322,0.476190476190476
"25","Winter","Fusobacteriia",0,0,0
"26","Winter","Gammaproteobacteria",0.387596899224806,0.671337522313518,0.387596899224806
"27","Winter","Negativicutes",0.775193798449612,1.34267504462704,0.775193798449613
"28","Winter","Sphingobacteriia",0,0,0
"29","Winter","Spirochaetia",0.387596899224806,0.671337522313518,0.387596899224806
"30","Winter","Unclassified",48.1875675459312,7.00438396512106,4.04398296777014
"31","Winter","Verrucomicrobiae",2.53078760223619,0.285739769358659,0.164971932757403
"32","Winter","Viruses",0,0,0
"33","Spring","Alphaproteobacteria",0.476190476190476,0.824786098842322,0.476190476190476
"34","Spring","Bacteroidia",38.7301587301587,9.76287258075034,5.63659711256022
"35","Spring","Betaproteobacteria",1.80952380952381,2.02702825274217,1.17030530737567
"36","Spring","Chitinophagia",0.383141762452107,0.663620999068535,0.383141762452107
"37","Spring","Clostridia",0.766283524904214,1.32724199813707,0.766283524904215
"38","Spring","Deltaproteobacteria",9.82703886152162,4.17881428955626,2.41263955496876
"39","Spring","Elusimicrobia",0.952380952380952,1.64957219768464,0.952380952380952
"40","Spring","Epsilonproteobacteria",0,0,0
"41","Spring","Fusobacteriia",0,0,0
"42","Spring","Gammaproteobacteria",0,0,0
"43","Spring","Negativicutes",4.10180623973727,1.67024376095332,0.964315684998694
"44","Spring","Sphingobacteriia",0.476190476190476,0.824786098842322,0.476190476190476
"45","Spring","Spirochaetia",0.383141762452107,0.663620999068535,0.383141762452107
"46","Spring","Unclassified",39.4252873563218,9.15147553993703,5.28360686646492
"47","Spring","Verrucomicrobiae",2.66885604816639,1.43458460535334,0.828257808076045
"48","Spring","Viruses",0,0,0
