"","Season","Genus","Mean","SD","SE"
"1","Summer","Akkermansia",5.03703703703704,0.898100418739418,0.518518518518518
"2","Summer","Alistipes",3.18518518518519,2.86600624031898,1.65468947434731
"3","Summer","Alloprevotella",1.85185185185185,3.20750149549792,1.85185185185185
"4","Summer","Bacteroides",35.7777777777778,13.1712369002111,7.60441716989719
"5","Summer","Butyricimonas",0,0,0
"6","Summer","Clostridium",0,0,0
"7","Summer","Coprobacter",1.85185185185185,3.20750149549792,1.85185185185185
"8","Summer","Dysgonomonas",3.7037037037037,6.41500299099584,3.7037037037037
"9","Summer","Erysipelatoclostridium",0,0,0
"10","Summer","Lachnoclostridium",0,0,0
"11","Summer","Lentibacillus",1.85185185185185,3.20750149549792,1.85185185185185
"12","Summer","Marinilabilia",0,0,0
"13","Summer","Mediterranea",0,0,0
"14","Summer","Odoribacter",1.85185185185185,3.20750149549792,1.85185185185185
"15","Summer","Ornithobacterium",0,0,0
"16","Summer","Paludibacter",0,0,0
"17","Summer","Parabacteroides",6.88888888888889,3.73835640916905,2.15834107916051
"18","Summer","Porphyromonas",3.18518518518519,2.86600624031898,1.65468947434731
"19","Summer","Prevotella",3.18518518518519,2.86600624031898,1.65468947434731
"20","Summer","Ruminococcus",0,0,0
"21","Summer","Unclassified",31.6296296296296,21.2873733319657,12.2902707235505
"22","Summer","Viruses",0,0,0
"23","Winter","Akkermansia",2.8676861494199,0.20927456619733,0.120824727128571
"24","Winter","Alistipes",0,0,0
"25","Winter","Alloprevotella",1.88729399255715,1.64655828452404,0.950640868806362
"26","Winter","Bacteroides",30.697063514401,5.14575568321747,2.97090342888965
"27","Winter","Butyricimonas",2.8676861494199,0.20927456619733,0.120824727128571
"28","Winter","Clostridium",1.01010101010101,1.74954627027159,1.01010101010101
"29","Winter","Coprobacter",0,0,0
"30","Winter","Dysgonomonas",0,0,0
"31","Winter","Erysipelatoclostridium",5.57275541795666,4.84843955522162,2.79924788235683
"32","Winter","Lachnoclostridium",0.980392156862745,1.69808902702831,0.980392156862745
"33","Winter","Lentibacillus",0,0,0
"34","Winter","Marinilabilia",1.88729399255715,1.64655828452404,0.950640868806362
"35","Winter","Mediterranea",1.01010101010101,1.74954627027159,1.01010101010101
"36","Winter","Odoribacter",1.88729399255715,1.64655828452404,0.950640868806362
"37","Winter","Ornithobacterium",0.87719298245614,1.51934281365691,0.87719298245614
"38","Winter","Paludibacter",0,0,0
"39","Winter","Parabacteroides",2.8676861494199,0.20927456619733,0.120824727128571
"40","Winter","Porphyromonas",0.87719298245614,1.51934281365691,0.87719298245614
"41","Winter","Prevotella",3.74487913187604,1.31562292744816,0.759575251314236
"42","Winter","Ruminococcus",1.01010101010101,1.74954627027159,1.01010101010101
"43","Winter","Unclassified",39.9552803577571,6.87540700012966,3.9695180823131
"44","Winter","Viruses",0,0,0
"45","Spring","Akkermansia",5.54029304029304,1.88731353896749,1.0896409797681
"46","Spring","Alistipes",2.97619047619048,2.5945827044885,1.49798302287118
"47","Spring","Alloprevotella",4.15140415140415,3.88232310026487,2.24146028701903
"48","Spring","Bacteroides",27.7167277167277,7.61634684920669,4.39729990363104
"49","Spring","Butyricimonas",0,0,0
"50","Spring","Clostridium",0,0,0
"51","Spring","Coprobacter",0,0,0
"52","Spring","Dysgonomonas",0,0,0
"53","Spring","Erysipelatoclostridium",0,0,0
"54","Spring","Lachnoclostridium",0,0,0
"55","Spring","Lentibacillus",1.58730158730159,2.74928699614108,1.58730158730159
"56","Spring","Marinilabilia",1.38888888888889,2.40562612162344,1.38888888888889
"57","Spring","Mediterranea",0,0,0
"58","Spring","Odoribacter",0,0,0
"59","Spring","Ornithobacterium",0,0,0
"60","Spring","Paludibacter",1.38888888888889,2.40562612162344,1.38888888888889
"61","Spring","Parabacteroides",8.51648351648352,0.929385674458994,0.536581069329882
"62","Spring","Porphyromonas",0,0,0
"63","Spring","Prevotella",6.15079365079365,7.34663038951334,4.24157903302221
"64","Spring","Ruminococcus",0,0,0
"65","Spring","Unclassified",40.5830280830281,4.83364123421676,2.79070406774112
"66","Spring","Viruses",0,0,0
