"","Season","Species","Mean","SD","SE"
"1","Summer","[Clostridium] cocleatum",0,0,0
"2","Summer","[Clostridium] spiroforme",0,0,0
"3","Summer","Alistipes dispar",1.33333333333333,2.3094010767585,1.33333333333333
"4","Summer","Alloprevotella sp.",1.85185185185185,3.20750149549792,1.85185185185185
"5","Summer","Bacteroides fluxus",3.7037037037037,3.20750149549792,1.85185185185185
"6","Summer","Bacteroides fragilis",1.85185185185185,3.20750149549792,1.85185185185185
"7","Summer","Bacteroides helcogenes",0,0,0
"8","Summer","Bacteroides neonati",1.33333333333333,2.3094010767585,1.33333333333333
"9","Summer","Bacteroides sp. CAG:1076",0,0,0
"10","Summer","Bacteroides sp. CAG:661",0,0,0
"11","Summer","Bacteroides sp. CAG:927",6.88888888888889,3.73835640916905,2.15834107916051
"12","Summer","Bacteroides sp. OF04-15BH",1.85185185185185,3.20750149549792,1.85185185185185
"13","Summer","Bacteroides thetaiotaomicron",3.18518518518519,2.86600624031898,1.65468947434731
"14","Summer","Bacteroides uniformis",6.88888888888889,3.73835640916905,2.15834107916051
"15","Summer","Candidatus Ornithobacterium hominis",0,0,0
"16","Summer","Clostridiales bacterium VE202-01",0,0,0
"17","Summer","Clostridium sp. CAG:288",0,0,0
"18","Summer","Coprobacter fastidiosus",1.85185185185185,3.20750149549792,1.85185185185185
"19","Summer","Dysgonomonas alginatilytica",1.85185185185185,3.20750149549792,1.85185185185185
"20","Summer","Lachnoclostridium sp. An181",0,0,0
"21","Summer","Lachnospiraceae bacterium",0,0,0
"22","Summer","Lentibacillus jeotgali",1.85185185185185,3.20750149549792,1.85185185185185
"23","Summer","Marinilabilia salmonicolor",0,0,0
"24","Summer","Mediterranea sp. An20",0,0,0
"25","Summer","Parabacteroides johnsonii",5.03703703703704,0.898100418739418,0.518518518518518
"26","Summer","Parabacteroides sp. An277",0,0,0
"27","Summer","Porphyromonas sp. 31_2",3.18518518518519,2.86600624031898,1.65468947434731
"28","Summer","Prevotella buccalis",0,0,0
"29","Summer","Prevotella sp. CAG:755",0,0,0
"30","Summer","Prevotella sp. CAG:891",0,0,0
"31","Summer","Prevotella sp. MGM2",1.85185185185185,3.20750149549792,1.85185185185185
"32","Summer","Unclassified",55.4814814814815,16.5556798404482,9.55842621250004
"33","Summer","uncultured Ruminococcus sp.",0,0,0
"34","Summer","Viruses",0,0,0
"35","Winter","[Clostridium] cocleatum",1.85758513931889,1.61614651840721,0.933082627452277
"36","Winter","[Clostridium] spiroforme",3.71517027863777,3.23229303681441,1.86616525490455
"37","Winter","Alistipes dispar",0,0,0
"38","Winter","Alloprevotella sp.",0,0,0
"39","Winter","Bacteroides fluxus",2.8676861494199,0.20927456619733,0.120824727128571
"40","Winter","Bacteroides fragilis",1.85758513931889,1.61614651840721,0.933082627452277
"41","Winter","Bacteroides helcogenes",2.8676861494199,0.20927456619733,0.120824727128571
"42","Winter","Bacteroides neonati",0,0,0
"43","Winter","Bacteroides sp. CAG:1076",0.980392156862745,1.69808902702831,0.980392156862745
"44","Winter","Bacteroides sp. CAG:661",0,0,0
"45","Winter","Bacteroides sp. CAG:927",11.663070331801,8.33070835988079,4.80973671411744
"46","Winter","Bacteroides sp. OF04-15BH",0,0,0
"47","Winter","Bacteroides thetaiotaomicron",0,0,0
"48","Winter","Bacteroides uniformis",3.84807830628264,1.77297777515888,1.0236291957552
"49","Winter","Candidatus Ornithobacterium hominis",0.87719298245614,1.51934281365691,0.87719298245614
"50","Winter","Clostridiales bacterium VE202-01",1.85758513931889,1.61614651840721,0.933082627452277
"51","Winter","Clostridium sp. CAG:288",1.01010101010101,1.74954627027159,1.01010101010101
"52","Winter","Coprobacter fastidiosus",0,0,0
"53","Winter","Dysgonomonas alginatilytica",0,0,0
"54","Winter","Lachnoclostridium sp. An181",0.980392156862745,1.69808902702831,0.980392156862745
"55","Winter","Lachnospiraceae bacterium",3.84807830628264,1.77297777515888,1.0236291957552
"56","Winter","Lentibacillus jeotgali",0,0,0
"57","Winter","Marinilabilia salmonicolor",1.88729399255715,1.64655828452404,0.950640868806362
"58","Winter","Mediterranea sp. An20",1.01010101010101,1.74954627027159,1.01010101010101
"59","Winter","Parabacteroides johnsonii",2.8676861494199,0.20927456619733,0.120824727128571
"60","Winter","Parabacteroides sp. An277",0,0,0
"61","Winter","Porphyromonas sp. 31_2",0.87719298245614,1.51934281365691,0.87719298245614
"62","Winter","Prevotella buccalis",0.980392156862745,1.69808902702831,0.980392156862745
"63","Winter","Prevotella sp. CAG:755",0,0,0
"64","Winter","Prevotella sp. CAG:891",2.76448697501329,2.64162854839018,1.52514495351207
"65","Winter","Prevotella sp. MGM2",0,0,0
"66","Winter","Unclassified",50.3721424774056,2.09826378222923,1.21143315950089
"67","Winter","uncultured Ruminococcus sp.",1.01010101010101,1.74954627027159,1.01010101010101
"68","Winter","Viruses",0,0,0
"69","Spring","[Clostridium] cocleatum",0,0,0
"70","Spring","[Clostridium] spiroforme",0,0,0
"71","Spring","Alistipes dispar",1.58730158730159,2.74928699614108,1.58730158730159
"72","Spring","Alloprevotella sp.",1.58730158730159,2.74928699614108,1.58730158730159
"73","Spring","Bacteroides fluxus",5.54029304029304,1.88731353896749,1.0896409797681
"74","Spring","Bacteroides fragilis",0,0,0
"75","Spring","Bacteroides helcogenes",0,0,0
"76","Spring","Bacteroides neonati",0,0,0
"77","Spring","Bacteroides sp. CAG:1076",0,0,0
"78","Spring","Bacteroides sp. CAG:661",1.38888888888889,2.40562612162344,1.38888888888889
"79","Spring","Bacteroides sp. CAG:927",4.16666666666667,7.21687836487032,4.16666666666667
"80","Spring","Bacteroides sp. OF04-15BH",0,0,0
"81","Spring","Bacteroides thetaiotaomicron",0,0,0
"82","Spring","Bacteroides uniformis",5.54029304029304,1.88731353896749,1.0896409797681
"83","Spring","Candidatus Ornithobacterium hominis",0,0,0
"84","Spring","Clostridiales bacterium VE202-01",2.56410256410256,4.44115591684328,2.56410256410256
"85","Spring","Clostridium sp. CAG:288",0,0,0
"86","Spring","Coprobacter fastidiosus",0,0,0
"87","Spring","Dysgonomonas alginatilytica",0,0,0
"88","Spring","Lachnoclostridium sp. An181",0,0,0
"89","Spring","Lachnospiraceae bacterium",0,0,0
"90","Spring","Lentibacillus jeotgali",1.58730158730159,2.74928699614108,1.58730158730159
"91","Spring","Marinilabilia salmonicolor",1.38888888888889,2.40562612162344,1.38888888888889
"92","Spring","Mediterranea sp. An20",0,0,0
"93","Spring","Parabacteroides johnsonii",5.54029304029304,1.88731353896749,1.0896409797681
"94","Spring","Parabacteroides sp. An277",1.38888888888889,2.40562612162344,1.38888888888889
"95","Spring","Porphyromonas sp. 31_2",0,0,0
"96","Spring","Prevotella buccalis",0,0,0
"97","Spring","Prevotella sp. CAG:755",1.38888888888889,2.40562612162344,1.38888888888889
"98","Spring","Prevotella sp. CAG:891",3.17460317460317,5.49857399228215,3.17460317460317
"99","Spring","Prevotella sp. MGM2",1.58730158730159,2.74928699614108,1.58730158730159
"100","Spring","Unclassified",61.5689865689866,6.6619436771349,3.84627497531996
"101","Spring","uncultured Ruminococcus sp.",0,0,0
"102","Spring","Viruses",0,0,0
