,3715,3717,3723,3733,3734,3744,3772,3773,3775,3715.,3717.,3723.,3733.,3734.,3744.,3772.,3773.,3775.
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron;,0,0,0,0,0,0,0,0,0,6.493506,3.937008,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;,0,0,0,0,0,0,0,0,0,3.896104,0,2.247191,0,0.829876,1.226994,0,0.617284,3.431373
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-013 (NCI);,0,0,0,0,0,0,0,0,0,3.896104,7.874016,3.370786,2.586207,1.244813,4.907975,5.769231,2.469136,1.470588
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;,0,0,0,0,0,0,0,0,0,2.597403,1.574803,2.247191,1.724138,0,1.226994,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella paludivivens;,0,0,0,0,0,0,0,0,0,2.597403,0.787402,1.123595,0,1.244813,1.226994,0,1.234568,0.980392
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium MD308;,0,0,0,0,0,0,0,0,0,2.597403,0.787402,1.123595,0.862069,0.829876,0.613497,0,0,1.470588
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium;,0,0,0,0,0,0,0,0,0,2.597403,3.149606,4.494382,4.310345,2.074689,1.840491,3.846154,1.851852,0.490196
Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-82;,0,0,0,0,0,0,0,0,0,2.597403,0.787402,1.123595,1.724138,0.414938,1.840491,0,2.469136,2.941176
Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-62;,0,0,0,0,0,0,0,0,0,2.597403,0.787402,0,0.862069,1.244813,0,1.923077,0,0.490196
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;,0,0,0,0,0,0,0,0,0,1.298701,0.787402,1.123595,0.862069,1.244813,1.226994,3.846154,1.234568,0.980392
