"","Season","Genus","Mean","SD","SE"
"1","Summer","Acholeplasma",0.709219858156028,1.22840482806303,0.709219858156028
"2","Summer","Bacillus",0,0,0
"3","Summer","Bacteroides",4.04255319148936,5.26783761835742,3.0413874670059
"4","Summer","Clostridium",5.21276595744681,5.32233946865914,3.07285412494893
"5","Summer","Eubacterium",0.709219858156028,1.22840482806303,0.709219858156028
"6","Summer","Flavobacterium",0.709219858156028,1.22840482806303,0.709219858156028
"7","Summer","Lachnoclostridium",0.709219858156028,1.22840482806303,0.709219858156028
"8","Summer","Lachnospira",5.15366430260047,3.10568933391404,1.79307057295462
"9","Summer","Monoglobus",0.709219858156028,1.22840482806303,0.709219858156028
"10","Summer","Paenibacillus",0.709219858156028,1.22840482806303,0.709219858156028
"11","Summer","Piromyces",0.709219858156028,1.22840482806303,0.709219858156028
"12","Summer","Prevotella",13.3924349881797,4.30910647797964,2.48786378502831
"13","Summer","Ruminococcus",6.32387706855792,5.59658657265253,3.23119076426398
"14","Summer","Unclassified",60.9101654846336,8.56779956837563,4.94662138716443
"15","Summer","Viruses",0,0,0
"16","Summer","Wenyingzhuangia",0,0,0
"17","Winter","Acholeplasma",0,0,0
"18","Winter","Bacillus",0,0,0
"19","Winter","Bacteroides",19.4444444444444,17.3472166622178,10.0154202096222
"20","Winter","Clostridium",0,0,0
"21","Winter","Eubacterium",4.16666666666667,7.21687836487032,4.16666666666667
"22","Winter","Flavobacterium",0,0,0
"23","Winter","Lachnoclostridium",4.16666666666667,7.21687836487032,4.16666666666667
"24","Winter","Lachnospira",0,0,0
"25","Winter","Monoglobus",0,0,0
"26","Winter","Paenibacillus",0,0,0
"27","Winter","Piromyces",0,0,0
"28","Winter","Prevotella",38.8888888888889,53.575837561072,30.9320242379446
"29","Winter","Ruminococcus",0,0,0
"30","Winter","Unclassified",33.3333333333333,28.8675134594813,16.6666666666667
"31","Winter","Viruses",0,0,0
"32","Winter","Wenyingzhuangia",0,0,0
"33","Spring","Acholeplasma",0.952380952380952,1.64957219768464,0.952380952380952
"34","Spring","Bacillus",1.0752688172043,1.86242022319234,1.0752688172043
"35","Spring","Bacteroides",0.952380952380952,1.64957219768464,0.952380952380952
"36","Spring","Clostridium",5.00768049155146,4.46442074024036,2.57753451615352
"37","Spring","Eubacterium",0.952380952380952,1.64957219768464,0.952380952380952
"38","Spring","Flavobacterium",0.952380952380952,1.64957219768464,0.952380952380952
"39","Spring","Lachnoclostridium",0,0,0
"40","Spring","Lachnospira",6.78955453149002,6.4944812346415,3.74959048906725
"41","Spring","Monoglobus",0,0,0
"42","Spring","Paenibacillus",0,0,0
"43","Spring","Piromyces",2.02764976958525,1.76564461388645,1.01939539312056
"44","Spring","Prevotella",4.05529953917051,3.53128922777291,2.03879078624111
"45","Spring","Ruminococcus",3.10291858678955,3.23282098873878,1.8664700680902
"46","Spring","Unclassified",73.1797235023041,11.5880063745635,6.69033859972532
"47","Spring","Viruses",0,0,0
"48","Spring","Wenyingzhuangia",0.952380952380952,1.64957219768464,0.952380952380952
