"","Season","Family","Mean","SD","SE"
"1","Summer","Acetobacteraceae",0.116959064327485,0.202579041820921,0.116959064327485
"2","Summer","Acidobacteriaceae",0,0,0
"3","Summer","Akkermansiaceae",1.08737214505954,0.274039658977781,0.158216870879455
"4","Summer","Alicyclobacillaceae",0,0,0
"5","Summer","Alteromonadaceae",0.0764525993883792,0.132419786511382,0.0764525993883792
"6","Summer","Anaerolineaceae",0,0,0
"7","Summer","Aspergillaceae",0.0764525993883792,0.132419786511382,0.0764525993883792
"8","Summer","Aurantimonadaceae",0.116959064327485,0.202579041820921,0.116959064327485
"9","Summer","Bacillaceae",0.966455534410771,0.458888664636967,0.264939494056221
"10","Summer","Bacteroidaceae",25.46166955435,10.079267916965,5.81926804509412
"11","Summer","Barnesiellaceae",0.231336571325778,0.229383404388425,0.13243457027129
"12","Summer","Bifidobacteriaceae",0.116959064327485,0.202579041820921,0.116959064327485
"13","Summer","Carnobacteriaceae",0.193411663715865,0.17817910813335,0.102871756044757
"14","Summer","Chitinophagaceae",0,0,0
"15","Summer","Chlamydiaceae",0.0784313725490196,0.135847122162265,0.0784313725490196
"16","Summer","Clostridiaceae",3.13741269886355,1.2346177654243,0.712806899214015
"17","Summer","Comamonadaceae",0.0764525993883792,0.132419786511382,0.0764525993883792
"18","Summer","Cyclobacteriaceae",0,0,0
"19","Summer","Cytophagaceae",0,0,0
"20","Summer","Defluviitaleaceae",0.0764525993883792,0.132419786511382,0.0764525993883792
"21","Summer","Desulfovibrionaceae",0.271843036264884,0.0685099147444452,0.0395542177198638
"22","Summer","Dysgonamonadaceae",0.38880210059237,0.271040881901921,0.156485526127467
"23","Summer","Endozoicomonadaceae",0.0784313725490196,0.135847122162265,0.0784313725490196
"24","Summer","Enterobacteriaceae",0.0764525993883792,0.132419786511382,0.0764525993883792
"25","Summer","Enterococcaceae",0.156862745098039,0.27169424432453,0.156862745098039
"26","Summer","Erysipelotrichaceae",0.0764525993883792,0.132419786511382,0.0764525993883792
