"","Season","Species","Mean","SD","SE"
"1","Summer","[Clostridium] hylemonae",2.22222222222222,3.84900179459751,2.22222222222222
"2","Summer","[Eubacterium] rectale",0,0,0
"3","Summer","Acidiphilium sp. CAG:727",2.56410256410256,4.44115591684328,2.56410256410256
"4","Summer","Anaerocolumna aminovalerica",0,0,0
"5","Summer","Anaeromassilibacillus sp. An200",1.33333333333333,2.3094010767585,1.33333333333333
"6","Summer","bacterium 0.1xD8-71",0,0,0
"7","Summer","bacterium 1xD42-62",0,0,0
"8","Summer","bacterium 1xD42-87",0,0,0
"9","Summer","bacterium 1XD8-76",0,0,0
"10","Summer","Bariatricus massiliensis",0,0,0
"11","Summer","Blautia obeum",0,0,0
"12","Summer","Blautia schinkii",8.34188034188034,4.70045064308545,2.71380644409793
"13","Summer","Clostridiaceae bacterium 68-1-5",0,0,0
"14","Summer","Clostridiales bacterium",0,0,0
"15","Summer","Clostridiales bacterium CHKCI001",0,0,0
"16","Summer","Clostridiales bacterium Marseille-P2846",0,0,0
"17","Summer","Clostridium sp. C105KSO13",0,0,0
"18","Summer","Clostridium sp. C105KSO15",0,0,0
"19","Summer","Clostridium sp. WCA-389-WT-23D1",0,0,0
"20","Summer","Colidextribacter sp. OB.20",0,0,0
"21","Summer","Dorea phocaeensis",0,0,0
"22","Summer","Dorea sp. CAG:317",2.22222222222222,3.84900179459751,2.22222222222222
"23","Summer","Eubacterium plexicaudatum",0,0,0
"24","Summer","Eubacterium sp. AF22-8LB",0,0,0
"25","Summer","Faecalibacterium prausnitzii",0,0,0
"26","Summer","Firmicutes bacterium",3.8974358974359,3.84717935046381,2.22117003361105
"27","Summer","Firmicutes bacterium ASF500",0,0,0
"28","Summer","Firmicutes bacterium CAG:170",0,0,0
"29","Summer","Firmicutes bacterium CAG:646",2.66666666666667,4.61880215351701,2.66666666666667
"30","Summer","Flavonifractor sp. An306",1.33333333333333,2.3094010767585,1.33333333333333
"31","Summer","Fournierella massiliensis",0,0,0
"32","Summer","Hungatella hathewayi",2.22222222222222,3.84900179459751,2.22222222222222
"33","Summer","Jeotgalibaca dankookensis",1.33333333333333,2.3094010767585,1.33333333333333
"34","Summer","Lachnoclostridium phytofermentans",1.33333333333333,2.3094010767585,1.33333333333333
"35","Summer","Lachnoclostridium sp. An131",0,0,0
"36","Summer","Lachnoclostridium sp. An298",0,0,0
"37","Summer","Lachnospiraceae bacterium",0,0,0
"38","Summer","Lachnospiraceae bacterium 10-1",0,0,0
"39","Summer","Lachnospiraceae bacterium A4",0,0,0
"40","Summer","Lachnospiraceae bacterium MD308",0,0,0
"41","Summer","Lachnospiraceae bacterium MD335",0,0,0
"42","Summer","Lachnospiraceae bacterium WCA-9-b2",5.12820512820513,8.88231183368655,5.12820512820513
"43","Summer","Lactonifactor longoviformis",2.22222222222222,3.84900179459751,2.22222222222222
"44","Summer","Marvinbryantia formatexigens",3.8974358974359,3.84717935046381,2.22117003361105
"45","Summer","Massilistercora timonensis",0,0,0
"46","Summer","Oscillibacter sp. 1-3",0,0,0
"47","Summer","Paenibacillus lutimineralis",2.22222222222222,3.84900179459751,2.22222222222222
"48","Summer","Paenibacillus sp. GM2",0,0,0
"49","Summer","Pseudoflavonifractor capillosus",1.33333333333333,2.3094010767585,1.33333333333333
"50","Summer","Pseudoflavonifractor sp. 60",1.33333333333333,2.3094010767585,1.33333333333333
"51","Summer","Pygmaiobacter massiliensis",0,0,0
"52","Summer","Roseburia hominis",2.22222222222222,3.84900179459751,2.22222222222222
"53","Summer","Roseburia sp. 1XD42-69",0,0,0
"54","Summer","Roseburia sp. 499",0,0,0
