"","Season","Species","Mean","SD","SE"
"1","Summer","[Ruminococcus] gnavus",0,0,0
"2","Summer","Actinomyces qiguomingii",0,0,0
"3","Summer","Acutalibacter muris",0,0,0
"4","Summer","Acutalibacter sp. 1XD8-33",0.347222222222222,0.60140653040586,0.347222222222222
"5","Summer","Alistipes sp. Z76",0,0,0
"6","Summer","Anaerobium acetethylicum",0.347222222222222,0.60140653040586,0.347222222222222
"7","Summer","Anaerolinea thermolimosa",0,0,0
"8","Summer","Anaeromassilibacillus sp. An172",0.347222222222222,0.60140653040586,0.347222222222222
"9","Summer","Anaerosporobacter mobilis",0,0,0
"10","Summer","Angelakisella massiliensis",0,0,0
"11","Summer","Bacillus sp. FJAT-45086",0,0,0
"12","Summer","bacterium 0.1xD8-71",0,0,0
"13","Summer","bacterium 0.1xD8-82",0.87719298245614,1.51934281365691,0.87719298245614
"14","Summer","bacterium 1xD42-62",0,0,0
"15","Summer","bacterium 1xD42-87",0,0,0
"16","Summer","Bacteroides congonensis",1.29329734592892,1.28219924803735,0.740278081009102
"17","Summer","Bacteroides sp. AM16-13",0,0,0
"18","Summer","Bacteroides xylanolyticus",0,0,0
"19","Summer","Bifidobacterium asteroides",0,0,0
"20","Summer","Blautia luti",0,0,0
"21","Summer","Blautia obeum",0,0,0
"22","Summer","Blautia producta",0,0,0
"23","Summer","Blautia sp. N6H1-15",0,0,0
"24","Summer","Blautia wexlerae",0,0,0
"25","Summer","Butyrivibrio sp. CAG:318",0.43859649122807,0.759671406828455,0.43859649122807
"26","Summer","Butyrivibrio sp. INlla18",0,0,0
"27","Summer","Campylobacter sp. MIT 17-670",0,0,0
"28","Summer","Cellulomonas soli",0.347222222222222,0.60140653040586,0.347222222222222
"29","Summer","Chloroflexi bacterium",0,0,0
"30","Summer","Clostridiaceae bacterium",0,0,0
"31","Summer","Clostridiales bacterium",7.8778677462888,3.25625987819668,1.88000251722823
"32","Summer","Clostridiales bacterium 52_15",0.854700854700855,1.48038530561442,0.854700854700855
"33","Summer","Clostridiales bacterium NK3B98",0,0,0
"34","Summer","Clostridium cellulovorans",0,0,0
"35","Summer","Clostridium diolis",0,0,0
"36","Summer","Clostridium puniceum",0,0,0
"37","Summer","Clostridium sp. 12(A)",0.785818713450292,0.694203944196732,0.400798834054483
"38","Summer","Clostridium sp. CAG:167",1.13304093567251,1.05362100185669,0.608308369045805
"39","Summer","Clostridium sp. CAG:253",0.347222222222222,0.60140653040586,0.347222222222222
"40","Summer","Clostridium sp. Marseille-P2415",0,0,0
"41","Summer","Coprococcus comes",0,0,0
"42","Summer","Cuneatibacter caecimuris",0.43859649122807,0.759671406828455,0.43859649122807
"43","Summer","Eisenbergiella massiliensis",0,0,0
"44","Summer","Eisenbergiella sp. OF01-20",0,0,0
"45","Summer","Eisenbergiella tayi",0.43859649122807,0.759671406828455,0.43859649122807
"46","Summer","Enterocloster clostridioformis",0.347222222222222,0.60140653040586,0.347222222222222
"47","Summer","Enterococcus gallinarum",0,0,0
"48","Summer","Epulopiscium sp. SCG-C07WGA-EpuloA2",1.29329734592892,1.28219924803735,0.740278081009102
"49","Summer","Eubacterium plexicaudatum",0.43859649122807,0.759671406828455,0.43859649122807
"50","Summer","Eubacterium ruminantium",0.347222222222222,0.60140653040586,0.347222222222222
"51","Summer","Faecalibacterium sp. CAG:74",0,0,0
"52","Summer","Faecalibacterium sp. CAG:74_58_120",0,0,0
"53","Summer","Firmicutes bacterium",0,0,0
"54","Summer","Firmicutes bacterium CAG:272",0,0,0
