"","Season","Family","Mean","SD","SE"
"1","Summer","Alteromonadaceae",0.387596899224806,0.671337522313518,0.387596899224806
"2","Summer","Bacillaceae",0.387596899224806,0.671337522313518,0.387596899224806
"3","Summer","Bacteroidaceae",35.4825548492386,14.575998817329,8.41545684089255
"4","Summer","Barnesiellaceae",0.738474092207262,0.641904779936779,0.370603897490607
"5","Summer","Bifidobacteriaceae",0.537634408602151,0.931210111596171,0.537634408602151
"6","Summer","Clostridiaceae",4.60351930087785,1.34355792871318,0.775703531814412
"7","Summer","Enterococcaceae",0.350877192982456,0.607737125462764,0.350877192982456
"8","Summer","Erysipelotrichaceae",0,0,0
"9","Summer","Eubacteriaceae",0,0,0
"10","Summer","Flavobacteriaceae",0.350877192982456,0.607737125462764,0.350877192982456
"11","Summer","Fusobacteriaceae",0,0,0
"12","Summer","Lachnospiraceae",9.43604322133165,7.00209386066247,4.0426607753445
"13","Summer","Lactobacillaceae",4.45348179150051,2.1854731373431,1.26178350415174
"14","Summer","Marinilabiliaceae",0.387596899224806,0.671337522313518,0.387596899224806
"15","Summer","Muribaculaceae",6.54466248140983,0.781400038446295,0.451141522541753
"16","Summer","Myxococcaceae",0,0,0
"17","Summer","Odoribacteraceae",0.350877192982456,0.607737125462764,0.350877192982456
"18","Summer","Paenibacillaceae",0.387596899224806,0.671337522313518,0.387596899224806
"19","Summer","Paludibacteraceae",0.387596899224806,0.671337522313518,0.387596899224806
"20","Summer","Porphyromonadaceae",0,0,0
"21","Summer","Prevotellaceae",9.7079533041155,2.06767979311111,1.19377548515065
"22","Summer","Prolixibacteraceae",0,0,0
"23","Summer","Rhizobiaceae",0,0,0
"24","Summer","Rhodobacteraceae",0,0,0
"25","Summer","Rikenellaceae",3.19461444308445,4.56341567855315,2.63468927043682
"26","Summer","Ruminococcaceae",3.72909016727866,3.51320016981713,2.02834706376096
"27","Summer","Sphingobacteriaceae",0,0,0
"28","Summer","Spirochaetaceae",0,0,0
"29","Summer","Tannerellaceae",2.93981390084363,0.73456884356044,0.424103519567932
"30","Summer","Unclassified",15.6415419644385,1.50474648217599,0.868765786546451
"31","Summer","Viruses",0,0,0
"32","Winter","Alteromonadaceae",0,0,0
"33","Winter","Bacillaceae",0,0,0
"34","Winter","Bacteroidaceae",39.1850526734248,8.42170025618957,4.86227090994539
"35","Winter","Barnesiellaceae",0.462962962962963,0.80187537387448,0.462962962962963
"36","Winter","Bifidobacteriaceae",0,0,0
"37","Winter","Clostridiaceae",8.18028225004969,1.13478002323359,0.655165551884925
"38","Winter","Enterococcaceae",0,0,0
"39","Winter","Erysipelotrichaceae",0.975783475783476,0.848356079770816,0.489798611024336
"40","Winter","Eubacteriaceae",0,0,0
"41","Winter","Flavobacteriaceae",0,0,0
"42","Winter","Fusobacteriaceae",0,0,0
"43","Winter","Lachnospiraceae",4.21536473862055,1.91459692675695,1.10539305105275
"44","Winter","Lactobacillaceae",0.462962962962963,0.80187537387448,0.462962962962963
"45","Winter","Marinilabiliaceae",0,0,0
"46","Winter","Muribaculaceae",3.49002849002849,3.89530168486476,2.24895347633147
"47","Winter","Myxococcaceae",0.775193798449612,1.34267504462704,0.775193798449613
"48","Winter","Odoribacteraceae",3.91505996157159,2.10728418036787,1.21664108879443
"49","Winter","Paenibacillaceae",0,0,0
"50","Winter","Paludibacteraceae",0,0,0
"51","Winter","Porphyromonadaceae",0.462962962962963,0.80187537387448,0.462962962962963
"52","Winter","Prevotellaceae",8.23013979990724,2.19897658723373,1.26957972458108
"53","Winter","Prolixibacteraceae",0.462962962962963,0.80187537387448,0.462962962962963
"54","Winter","Rhizobiaceae",0.462962962962963,0.80187537387448,0.462962962962963
"55","Winter","Rhodobacteraceae",0,0,0
"56","Winter","Rikenellaceae",6.84241038892202,2.60470755918639,1.50382861045652
"57","Winter","Ruminococcaceae",2.41452991452991,2.16086818292248,1.24757782709359
"58","Winter","Sphingobacteriaceae",0,0,0
"59","Winter","Spirochaetaceae",1.23815676141258,1.17009501207736,0.675554670200301
"60","Winter","Tannerellaceae",5.20307427284171,1.97365991543348,1.13949308346429
"61","Winter","Unclassified",13.0201086596435,2.94432884493027,1.69990905120327
"62","Winter","Viruses",0,0,0
"63","Spring","Alteromonadaceae",0,0,0
"64","Spring","Bacillaceae",0,0,0
"65","Spring","Bacteroidaceae",27,6.17341972581738,3.56422554052121
"66","Spring","Barnesiellaceae",0,0,0
"67","Spring","Bifidobacteriaceae",0,0,0
"68","Spring","Clostridiaceae",5.04347826086957,0.932955184894556,0.538641927140729
"69","Spring","Enterococcaceae",0.483091787439614,0.836739520564675,0.483091787439614
"70","Spring","Erysipelotrichaceae",0,0,0
"71","Spring","Eubacteriaceae",0.444444444444444,0.769800358919501,0.444444444444444
"72","Spring","Flavobacteriaceae",0.333333333333333,0.577350269189626,0.333333333333333
"73","Spring","Fusobacteriaceae",0.333333333333333,0.577350269189626,0.333333333333333
"74","Spring","Lachnospiraceae",20.2463768115942,7.61060017571917,4.39398206014607
"75","Spring","Lactobacillaceae",1.70531400966184,0.862328989507118,0.497865874221953
"76","Spring","Marinilabiliaceae",0,0,0
"77","Spring","Muribaculaceae",5.07729468599034,3.68618660876329,2.12822083085268
"78","Spring","Myxococcaceae",0,0,0
"79","Spring","Odoribacteraceae",0.333333333333333,0.577350269189626,0.333333333333333
"80","Spring","Paenibacillaceae",0,0,0
"81","Spring","Paludibacteraceae",1.11111111111111,1.01835015443463,0.587944735792131
"82","Spring","Porphyromonadaceae",0,0,0
"83","Spring","Prevotellaceae",5.3768115942029,0.400325429476323,0.231127994471607
"84","Spring","Prolixibacteraceae",0.444444444444444,0.769800358919501,0.444444444444444
"85","Spring","Rhizobiaceae",0,0,0
"86","Spring","Rhodobacteraceae",0.444444444444444,0.769800358919501,0.444444444444444
"87","Spring","Rikenellaceae",3.11594202898551,1.8406938227778,1.06272507407644
"88","Spring","Ruminococcaceae",4.96618357487923,2.68446069119078,1.54987410268797
"89","Spring","Sphingobacteriaceae",0.444444444444444,0.769800358919501,0.444444444444444
"90","Spring","Spirochaetaceae",0.333333333333333,0.577350269189626,0.333333333333333
"91","Spring","Tannerellaceae",1.29951690821256,1.47230494788047,0.850035657988008
"92","Spring","Unclassified",21.463768115942,3.56212308279246,2.0565927207368
"93","Spring","Viruses",0,0,0
