"","Season","Species","Mean","SD","SE"
"1","Summer","Alistipes communis",1.35416666666667,1.26295371385231,0.729166666666667
"2","Summer","Alistipes dispar",0.520833333333333,0.90210979560879,0.520833333333333
"3","Summer","Alistipes ihumii",1.51585820895522,1.49308379687585,0.862032332048941
"4","Summer","Alistipes provencensis",0.497512437810945,0.861716819686009,0.497512437810945
"5","Summer","Alistipes senegalensis",0.416666666666667,0.721687836487032,0.416666666666667
"6","Summer","Alistipes sp. An66",0.520833333333333,0.90210979560879,0.520833333333333
"7","Summer","Alistipes sp. CAG:268",0.914179104477612,0.800936116927824,0.462420682711973
"8","Summer","Alistipes sp. CHKCI003",2.51088308457711,3.09600442252449,1.78747898675679
"9","Summer","Alistipes sp. Z76",0.914179104477612,0.800936116927824,0.462420682711973
"10","Summer","Alistipes timonensis",0,0,0
"11","Summer","Alloprevotella sp.",0,0,0
"12","Summer","Bacteroidales bacterium",0.833333333333333,1.44337567297406,0.833333333333333
"13","Summer","Bacteroidales bacterium 36-12",0,0,0
"14","Summer","Bacteroidales bacterium 52_46",1.95584577114428,1.01975354632392,0.588754984477192
"15","Summer","Bacteroidales bacterium St1",0,0,0
"16","Summer","Bacteroides sp. 43_108",0,0,0
"17","Summer","Bacteroides sp. AM54-2NS",0,0,0
"18","Summer","Bacteroides sp. An322",0,0,0
"19","Summer","Bacteroides sp. CAG:1060",0,0,0
"20","Summer","Bacteroides sp. CAG:927",0.9375,0.826797284707685,0.477351634891233
"21","Summer","Bacteroides thetaiotaomicron",0,0,0
"22","Summer","Bacteroides vulgatus",0,0,0
"23","Summer","Bacteroidetes bacterium RBG_13_46_8",0.497512437810945,0.861716819686009,0.497512437810945
"24","Summer","Barnesiella sp. WM24",2.34919154228856,0.723178425728035,0.417527258766211
"25","Summer","Candidatus Amulumruptor caecigallinarius",0.520833333333333,0.90210979560879,0.520833333333333
"26","Summer","Capnocytophaga haemolytica",0,0,0
"27","Summer","Chitinophaga pinensis",0.520833333333333,0.90210979560879,0.520833333333333
"28","Summer","Chlamydia trachomatis",0,0,0
"29","Summer","Deltaproteobacteria bacterium",0,0,0
"30","Summer","Desulfovibrio sp. ZJ200",0,0,0
"31","Summer","Desulfovibrio sp. ZJ369",0,0,0
"32","Summer","Dysgonamonadaceae bacterium",0,0,0
"33","Summer","Dysgonomonas sp. 216",0,0,0
"34","Summer","Dysgonomonas sp. 520",0.416666666666667,0.721687836487032,0.416666666666667
"35","Summer","Dysgonomonas sp. 521",0,0,0
"36","Summer","Flavobacteriales bacterium",0,0,0
"37","Summer","Giardia muris",0,0,0
