----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                         Marker lineage            # genomes   # markers   # marker sets    0     1    2    3    4    5+   Completeness   Contamination   Strain heterogeneity  
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  3744.job3.output.7              root (UID1)                 5656         56            24         0     0    2    10   24   20      100.00          307.72             40.16          
  3744.job3.output.40             root (UID1)                 5656         56            24         0     0    0    0    0    56      100.00         1076.69              3.90          
  3744.job3.output.23      o__Bacteroidales (UID2617)         213         406           265         2    399   5    0    0    0       99.43            1.13              20.00          
  3744.job3.output.24      p__Bacteroidetes (UID2605)         350         314           208         2    312   0    0    0    0       99.04            0.00               0.00          
  3744.job3.output.28      o__Clostridiales (UID1212)         172         260           146         3    256   1    0    0    0       98.63            0.23               0.00          
  3744.job3.output.56      p__Bacteroidetes (UID2605)         350         314           208         3    309   1    1    0    0       98.56            0.72               0.00          
  3744.job3.output.29    f__Mycoplasmataceae (UID2414)         89         228           130         3    222   3    0    0    0       98.46            1.15               0.00          
  3744.job3.output.1       o__Clostridiales (UID1212)         172         263           149         3    258   2    0    0    0       98.43            1.34               0.00          
  3744.job3.output.20     f__Lachnospiraceae (UID1256)         33         333           171         4    324   4    0    1    0       98.25            1.36               0.00          
  3744.job3.output.19      o__Bacteroidales (UID2654)         163         486           266         5    440   40   1    0    0       98.12            8.79               6.98          
  3744.job3.output.42      o__Clostridiales (UID1212)         172         263           149         4    258   1    0    0    0       97.99            0.22               0.00          
  3744.job3.output.22      o__Bacteroidales (UID2657)         160         492           269         14   466   12   0    0    0       97.77            2.16               0.00          
  3744.job3.output.18     o__Selenomonadales (UID1024)         64         334           167         19   311   4    0    0    0       97.01            0.47               0.00          
  3744.job3.output.4       o__Bacteroidales (UID2716)          92         487           270         12   474   1    0    0    0       96.82            0.37               0.00          
  3744.job3.output.55      o__Bacteroidales (UID2617)         213         406           265         13   392   1    0    0    0       96.23            0.02              100.00         
  3744.job3.output.52      o__Bacteroidales (UID2621)         198         427           260         16   410   1    0    0    0       95.58            0.19               0.00          
  3744.job3.output.17      o__Bacteroidales (UID2657)         160         492           269         25   467   0    0    0    0       95.06            0.00               0.00          
  3744.job3.output.36      o__Bacteroidales (UID2617)         213         406           265         19   380   7    0    0    0       94.72            1.41               0.00          
  3744.job3.output.14      o__Bacteroidales (UID2617)         213         406           265         20   383   2    1    0    0       94.69            0.63               0.00          
  3744.job3.output.27      o__Bacteroidales (UID2621)         198         427           260         32   391   4    0    0    0       94.66            1.15               0.00          
  3744.job3.output.32        k__Bacteria (UID2982)             88         229           147         9    220   0    0    0    0       94.56            0.00               0.00          
  3744.job3.output.60        k__Bacteria (UID2982)             88         229           147         10   218   1    0    0    0       93.88            0.68               0.00          
  3744.job3.output.30      o__Clostridiales (UID1212)         172         263           149         11   252   0    0    0    0       93.29            0.00               0.00          
  3744.job3.output.15      o__Clostridiales (UID1212)         172         261           148         15   245   1    0    0    0       93.24            0.68               0.00          
  3744.job3.output.3          k__Bacteria (UID203)            5449        104            58         19    22   60   3    0    0       93.18           85.66              56.52          
  3744.job3.output.10         k__Bacteria (UID203)            5449        104            58         5     59   40   0    0    0       92.24           23.97              22.50          
  3744.job3.output.6      o__Lactobacillales (UID374)         471         350           191         24   324   2    0    0    0       92.06            0.19              50.00          
