----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                         Marker lineage            # genomes   # markers   # marker sets    0     1    2    3    4    5+   Completeness   Contamination   Strain heterogeneity  
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  3715.job3.output.46             root (UID1)                 5656         56            24         0     0    56   0    0    0       100.00          100.00             89.29          
  3715.job3.output.41      o__Bacteroidales (UID2617)         213         406           265         2    404   0    0    0    0       99.43            0.00               0.00          
  3715.job3.output.36      o__Bacteroidales (UID2621)         198         427           260         2    423   2    0    0    0       99.42            0.51               0.00          
  3715.job3.output.38      o__Clostridiales (UID1226)         155         278           158         1    274   3    0    0    0       99.37            1.58               0.00          
  3715.job3.output.33      p__Bacteroidetes (UID2605)         350         314           208         33   270   11   0    0    0       98.40            0.75              72.73          
  3715.job3.output.10      o__Bacteroidales (UID2617)         213         406           265         5    400   1    0    0    0       98.30            0.38              100.00         
  3715.job3.output.4     f__Mycoplasmataceae (UID2414)         89         228           130         4    123   99   2    0    0       98.08           56.83              54.29          
  3715.job3.output.3         k__Bacteria (UID2982)             88         229           147         3    226   0    0    0    0       97.96            0.00               0.00          
  3715.job3.output.12      o__Clostridiales (UID1226)         155         278           158         4    248   26   0    0    0       97.78            8.52               3.85          
  3715.job3.output.23   c__Deltaproteobacteria (UID3218)       61         284           169         10   273   1    0    0    0       95.27            0.59               0.00          
  3715.job3.output.8          k__Bacteria (UID203)            5449        103            58         5     9    21   40   19   9       94.83           191.87             13.61          
  3715.job3.output.37       c__Clostridia (UID1118)           387         223           124         11   212   0    0    0    0       93.95            0.00               0.00          
  3715.job3.output.29      o__Bacteroidales (UID2657)         160         492           269         57   413   22   0    0    0       93.18            4.83              81.82          
  3715.job3.output.43        k__Bacteria (UID1453)            901         171           117         17   145   9    0    0    0       86.89            6.84              88.89          
  3715.job3.output.9       o__Bacteroidales (UID2657)         160         492           269        156   317   18   1    0    0       74.16            6.44              66.67          
  3715.job3.output.34         k__Bacteria (UID203)            5449        104            58         54    47   3    0    0    0       71.00            5.17               0.00          
  3715.job3.output.35      o__Bacteroidales (UID2617)         213         406           265        140   214   49   3    0    0       65.42           14.59               8.62          
  3715.job3.output.28      o__Clostridiales (UID1212)         172         263           149         94   161   8    0    0    0       65.11            4.70               0.00          
  3715.job3.output.26         k__Bacteria (UID203)            5449        104            58         36    44   16   8    0    0       63.95            9.80              57.50          
  3715.job3.output.19      o__Bacteroidales (UID2617)         213         406           265        196   210   0    0    0    0       54.59            0.00               0.00          
  3715.job3.output.21          k__Archaea (UID2)              207         149           107         70    45   24   10   0    0       49.78           18.50              16.67          
  3715.job3.output.17      o__Bacteroidales (UID2716)          92         487           270        209   278   0    0    0    0       48.51            0.00               0.00          
  3715.job3.output.40   c__Deltaproteobacteria (UID3218)       61         284           169        165   119   0    0    0    0       44.07            0.00               0.00          
  3715.job3.output.7          k__Bacteria (UID203)            5449        104            58         76    27   1    0    0    0       40.67            0.86               0.00          
  3715.job3.output.18      o__Bacteroidales (UID2617)         213         406           265        229   177   0    0    0    0       39.12            0.00               0.00          
  3715.job3.output.2          k__Bacteria (UID203)            5449        104            58         80    24   0    0    0    0       34.48            0.00               0.00          
  3715.job3.output.5          k__Bacteria (UID203)            5449        104            58         83    21   0    0    0    0       28.62            0.00               0.00          
  3715.job3.output.31         k__Bacteria (UID203)            5449        104            58         78    26   0    0    0    0       26.65            0.00               0.00          
  3715.job3.output.27          k__Archaea (UID2)              207         149           107        110    36   3    0    0    0       25.54            1.87              33.33          
  3715.job3.output.13         k__Bacteria (UID203)            5449        104            58         81    23   0    0    0    0       25.24            0.00               0.00          
  3715.job3.output.32         k__Bacteria (UID203)            5449        104            58         90    14   0    0    0    0       20.69            0.00               0.00          
  3715.job3.output.1          k__Bacteria (UID203)            5449        104            58         89    15   0    0    0    0       20.69            0.00               0.00          
  3715.job3.output.6          k__Bacteria (UID203)            5449        103            57         89    14   0    0    0    0       17.70            0.00               0.00          
  3715.job3.output.39         k__Bacteria (UID203)            5449        104            58         96    8    0    0    0    0       13.79            0.00               0.00          
  3715.job3.output.20         k__Bacteria (UID203)            5449        104            58        100    4    0    0    0    0        5.17            0.00               0.00          
  3715.job3.output.11          k__Archaea (UID2)              207         149           107        141    6    2    0    0    0        4.75            1.40               0.00          
  3715.job3.output.42             root (UID1)                 5656         56            24         55    1    0    0    0    0        4.17            0.00               0.00          
  3715.job3.output.25             root (UID1)                 5656         56            24         55    1    0    0    0    0        4.17            0.00               0.00          
  3715.job3.output.45             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
  3715.job3.output.44             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
  3715.job3.output.30             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
  3715.job3.output.24             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
  3715.job3.output.22             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
  3715.job3.output.16             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
  3715.job3.output.15             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
  3715.job3.output.14             root (UID1)                 5656         56            24         56    0    0    0    0    0        0.00            0.00               0.00          
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
