---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                         Marker lineage            # genomes   # markers   # marker sets    0     1     2    3   4   5+   Completeness   Contamination   Strain heterogeneity  
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  3717.job1.output.55      p__Bacteroidetes (UID2605)         350         314           208         1    311    2    0   0   0       99.52            0.96               0.00          
  3717.job1.output.46      o__Bacteroidales (UID2621)         198         427           260         2    423    2    0   0   0       99.42            0.51               0.00          
  3717.job1.output.30      o__Bacteroidales (UID2617)         213         406           265         3    403    0    0   0   0       99.06            0.00               0.00          
  3717.job1.output.70      p__Bacteroidetes (UID2605)         350         314           208         4    303    7    0   0   0       99.01            1.49              42.86          
  3717.job1.output.20        k__Bacteria (UID2329)            174         149            89         1    144    4    0   0   0       98.88            2.30               0.00          
  3717.job1.output.5     f__Mycoplasmataceae (UID2414)         89         228           130         2    225    1    0   0   0       98.85            0.38               0.00          
  3717.job1.output.39         k__Bacteria (UID203)            5449        104            58         1     71    32   0   0   0       98.28           25.86              12.50          
  3717.job1.output.27      o__Clostridiales (UID1212)         172         263           149         3    260    0    0   0   0       97.99            0.00               0.00          
  3717.job1.output.24        k__Bacteria (UID2982)             88         229           147         3    226    0    0   0   0       97.96            0.00               0.00          
  3717.job1.output.12      o__Bacteroidales (UID2617)         213         406           265         7    399    0    0   0   0       97.36            0.00               0.00          
  3717.job1.output.2       o__Bacteroidales (UID2617)         213         406           265         28   375    3    0   0   0       96.98            1.13               0.00          
  3717.job1.output.57     f__Lachnospiraceae (UID1286)         57         420           207         19   377    22   1   1   0       96.62            8.13               3.23          
  3717.job1.output.64     f__Lachnospiraceae (UID1255)         90         354           174         12   339    3    0   0   0       96.55            1.05               0.00          
  3717.job1.output.45       g__Bacteroides (UID2691)           33         839           309         64   645   130   0   0   0       96.32           13.84              78.46          
  3717.job1.output.9       o__Bacteroidales (UID2621)         198         427           260         12   410    5    0   0   0       96.15            1.15               0.00          
  3717.job1.output.77      o__Bacteroidales (UID2617)         213         406           265         15   391    0    0   0   0       96.04            0.00               0.00          
  3717.job1.output.7       o__Bacteroidales (UID2716)          92         487           270         25   461    1    0   0   0       95.06            0.19               0.00          
  3717.job1.output.42      o__Bacteroidales (UID2617)         213         406           265         64   337    5    0   0   0       94.86            1.13              40.00          
  3717.job1.output.31         k__Bacteria (UID203)            5449        104            58         5     59    30   9   1   0       94.83           57.21              14.29          
  3717.job1.output.60     f__Lachnospiraceae (UID1286)         57         420           207         32   385    3    0   0   0       94.75            1.09               0.00          
  3717.job1.output.54      o__Bacteroidales (UID2617)         213         406           265         38   362    6    0   0   0       94.65            1.64              16.67          
  3717.job1.output.49      o__Bacteroidales (UID2657)         160         492           269         34   458    0    0   0   0       94.05            0.00               0.00          
  3717.job1.output.51     f__Lachnospiraceae (UID1286)         57         420           207         35   375    10   0   0   0       93.76            3.70              10.00          
  3717.job1.output.81         k__Bacteria (UID203)            5449        103            58         12    52    38   1   0   0       93.32           39.15               9.76          
  3717.job1.output.36      o__Bacteroidales (UID2617)         213         406           265         24   380    2    0   0   0       91.51            0.38               0.00          
  3717.job1.output.1       o__Bacteroidales (UID2617)         213         406           265         30   356    20   0   0   0       91.45            7.17              10.00          
  3717.job1.output.52      o__Bacteroidales (UID2617)         213         406           265         45   358    2    1   0   0       91.26            1.51               0.00          
  3717.job1.output.68      p__Bacteroidetes (UID2605)         350         314           208         24   277    12   1   0   0       90.57            1.36              33.33          
  3717.job1.output.83      o__Bacteroidales (UID2617)         213         406           265         46   356    4    0   0   0       90.34            1.01               0.00          
  3717.job1.output.66      o__Clostridiales (UID1226)         155         278           158         48   224    6    0   0   0       90.12            2.74              16.67          
  3717.job1.output.38      o__Bacteroidales (UID2654)         163         486           266         43   343    99   1   0   0       89.85           25.00              16.67          
  3717.job1.output.80        k__Bacteria (UID1453)            901         171           117         13   158    0    0   0   0       89.74            0.00               0.00          
  3717.job1.output.25      o__Clostridiales (UID1226)         155         278           158         31   247    0    0   0   0       89.24            0.00               0.00          
  3717.job1.output.50        k__Bacteria (UID2329)            174         149            89         13   136    0    0   0   0       88.04            0.00               0.00          
  3717.job1.output.65        k__Bacteria (UID2495)            2993        147            91         12   135    0    0   0   0       86.81            0.00               0.00          
  3717.job1.output.10        k__Bacteria (UID2495)            2993        147            91         12   134    1    0   0   0       86.81            0.10               0.00          
  3717.job1.output.62      o__Clostridiales (UID1120)         304         250           143         28   221    1    0   0   0       85.78            0.70               0.00          
  3717.job1.output.53        k__Bacteria (UID1453)            901         171           117         22   147    2    0   0   0       83.76            1.71              50.00          
  3717.job1.output.33      o__Clostridiales (UID1212)         172         263           149         38   221    2    2   0   0       81.09            2.24               0.00          
  3717.job1.output.19       g__Bacteroides (UID2691)           33         839           309        178   526   131   4   0   0       80.76           14.87              30.77          
  3717.job1.output.35      o__Bacteroidales (UID2617)         213         406           265         69   336    1    0   0   0       78.18            0.19               0.00          
  3717.job1.output.58   c__Deltaproteobacteria (UID3218)       61         284           169         77   203    4    0   0   0       77.15            1.42               0.00          
  3717.job1.output.29      o__Bacteroidales (UID2617)         213         406           265         80   324    2    0   0   0       75.16            0.75               0.00          
  3717.job1.output.82     o__Lactobacillales (UID374)         471         350           191        108   239    3    0   0   0       74.50            0.37              33.33          
  3717.job1.output.84      o__Clostridiales (UID1226)         155         278           158        100   174    4    0   0   0       73.23            2.22               0.00          
  3717.job1.output.75      o__Clostridiales (UID1212)         172         261           148         64   196    1    0   0   0       72.97            0.68               0.00          
  3717.job1.output.40       c__Clostridia (UID1118)           387         223           124         55   168    0    0   0   0       69.69            0.00               0.00          
  3717.job1.output.23      o__Bacteroidales (UID2716)          92         487           270        131   356    0    0   0   0       68.69            0.00               0.00          
  3717.job1.output.37      o__Bacteroidales (UID2657)         160         492           269        136   355    1    0   0   0       65.43            0.37               0.00          
  3717.job1.output.17      p__Bacteroidetes (UID2605)         350         314           208        107   204    3    0   0   0       63.86            0.96               0.00          
  3717.job1.output.56      p__Bacteroidetes (UID2605)         350         314           208        123   161    30   0   0   0       63.79            7.24              26.67          
  3717.job1.output.4          k__Bacteria (UID203)            5449        104            58         61    42    1    0   0   0       63.28            0.86              100.00         
  3717.job1.output.22        k__Bacteria (UID2982)             88         229           147         97   131    1    0   0   0       59.98            0.68               0.00          
  3717.job1.output.61      o__Bacteroidales (UID2617)         213         406           265        173   229    4    0   0   0       59.07            0.45               0.00          
  3717.job1.output.78        k__Bacteria (UID2565)            2921        152            93         78    73    1    0   0   0       54.31            1.08              100.00         
  3717.job1.output.16      o__Bacteroidales (UID2617)         213         406           265        178   228    0    0   0   0       52.83            0.00               0.00          
  3717.job1.output.14      o__Bacteroidales (UID2716)          92         487           270        250   235    2    0   0   0       44.25            0.10              50.00          
  3717.job1.output.15          k__Archaea (UID2)              207         149           107         78    44    21   5   1   0       41.76           14.88              14.29          
  3717.job1.output.28         k__Bacteria (UID203)            5449        104            58         72    31    1    0   0   0       41.38            0.86              100.00         
  3717.job1.output.71         k__Bacteria (UID203)            5449        104            58         80    24    0    0   0   0       37.07            0.00               0.00          
  3717.job1.output.11      o__Bacteroidales (UID2617)         213         406           265        266   140    0    0   0   0       35.28            0.00               0.00          
  3717.job1.output.6          k__Bacteria (UID203)            5449        104            58         79    25    0    0   0   0       34.48            0.00               0.00          
  3717.job1.output.59      o__Clostridiales (UID1212)         172         263           149        179    82    2    0   0   0       34.20            1.34               0.00          
  3717.job1.output.47         k__Bacteria (UID203)            5449        103            57         72    31    0    0   0   0       31.66            0.00               0.00          
  3717.job1.output.48         k__Bacteria (UID203)            5449        104            58         85    19    0    0   0   0       27.59            0.00               0.00          
  3717.job1.output.76     f__Lachnospiraceae (UID1255)         90         354           174        273    81    0    0   0   0       23.75            0.00               0.00          
  3717.job1.output.26         k__Bacteria (UID203)            5449        104            58         96    8     0    0   0   0       12.07            0.00               0.00          
  3717.job1.output.13         k__Bacteria (UID203)            5449        104            58         95    9     0    0   0   0       12.07            0.00               0.00          
  3717.job1.output.34          k__Archaea (UID2)              207         145           103        133    10    2    0   0   0       10.03            1.94              50.00          
  3717.job1.output.63         k__Bacteria (UID203)            5449        104            58         99    5     0    0   0   0        6.90            0.00               0.00          
  3717.job1.output.41     f__Lachnospiraceae (UID1286)         57         420           207        391    29    0    0   0   0        4.83            0.00               0.00          
  3717.job1.output.74             root (UID1)                 5656         56            24         55    1     0    0   0   0        4.17            0.00               0.00          
  3717.job1.output.69         k__Bacteria (UID203)            5449        103            57        100    3     0    0   0   0        3.51            0.00               0.00          
  3717.job1.output.79         k__Bacteria (UID203)            5449        104            58        102    2     0    0   0   0        0.31            0.00               0.00          
  3717.job1.output.32         k__Bacteria (UID203)            5449        104            58        102    2     0    0   0   0        0.31            0.00               0.00          
  3717.job1.output.85             root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.8              root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.73             root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.72             root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.67             root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.44             root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.43             root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.3              root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
  3717.job1.output.21             root (UID1)                 5656         56            24         56    0     0    0   0   0        0.00            0.00               0.00          
