,3715,3717,3723,3733,3734,3744,3772,3773,3775
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,33.333336,36.363636,100.000000,45.454548,44.444447,16.129032,50.000000,20.512821,36.666668
unclassified,66.666669,27.272728,0.000000,45.454547,31.111112,38.709676,50.000000,48.717949,36.666667
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;Anaeromassilibacillus sp. An200;,0,9.090909,0,0,0,3.225806,0,5.128205,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter;Anaerosporobacter mobilis;,0,4.545455,0,0,0,3.225806,0,2.564103,3.333333
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium sufflavum;,0,4.545455,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. KLE 1755;,0,4.545455,0,0,0,0,0,2.564103,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter;Algibacter amylolyticus;,0,4.545455,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;,0,4.545455,0,0,6.666667,3.225806,0,5.128205,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium sp. MA18;,0,4.545455,0,0,0,0,0,2.564103,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;Agathobaculum sp. Marseille-P7918;,0,0,0,9.090909,2.222222,0,0,2.564103,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;Acetatifactor muris;,0,0,0,0,4.444445,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;[Eubacterium] rectale;,0,0,0,0,2.222222,3.225806,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:875;,0,0,0,0,2.222222,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. NC3005;,0,0,0,0,2.222222,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Eisenbergiella sp. OF01-20;,0,0,0,0,2.222222,0,0,0,3.333333
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. E02;,0,0,0,0,2.222222,0,0,2.564103,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;Murimonas intestini;,0,0,0,0,0,9.677419,0,0,3.333333
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus albus;,0,0,0,0,0,3.225806,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus thermoglucosidasius;,0,0,0,0,0,3.225806,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;Anaerocolumna xylanovorans;,0,0,0,0,0,3.225806,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. IHB B 3415;,0,0,0,0,0,3.225806,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium V9D3004;,0,0,0,0,0,3.225806,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi;,0,0,0,0,0,3.225806,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;Neglecta timonensis;,0,0,0,0,0,3.225806,0,2.564103,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium ruminantium;,0,0,0,0,0,0,0,2.564103,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium plexicaudatum;,0,0,0,0,0,0,0,2.564103,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Faecalicatena;Faecalicatena orotica;,0,0,0,0,0,0,0,0,3.333333
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens;,0,0,0,0,0,0,0,0,3.333333
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;Ruminococcaceae bacterium KH2T8;,0,0,0,0,0,0,0,0,3.333333
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila;,0,0,0,0,0,0,0,0,3.333333
Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-82;,0,0,0,0,0,0,0,0,3.333333
